"@timestamp","email_message_id","threat_tactic_name","threat_indicator_reference","abnormal_security_threat_summary_insights","abnormal_security_threat_remediation_status","abnormal_security_threat_auto_remediated"
"Aug 5, 2025 @ 16:56:58.000","<CAB6JouTwdxca=TPRiznw7Y5kMmR=kBLgkYbeQTBhdwQFf1eY1Q@mail.gmail.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-7388300498946046786","Unusual Sender, Suspicious Link, Unusual Sender Domain",Remediated,false
"Aug 5, 2025 @ 16:56:58.000","<CAB6JouTwdxca=TPRiznw7Y5kMmR=kBLgkYbeQTBhdwQFf1eY1Q@mail.gmail.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-3734698357600741808","Unusual Sender, Suspicious Link, Unusual Sender Domain",Remediated,false
"Aug 5, 2025 @ 16:52:50.000","<CAB6JouQ7dRPysfA7Jeuxf_zj8biX3C+z_vTAu-La8ebd7A9VCg@mail.gmail.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/8404964483768558503","Unusual Sender, Suspicious Link, Unusual Sender Domain",Remediated,false
"Aug 5, 2025 @ 16:52:49.000","<CAB6JouQ7dRPysfA7Jeuxf_zj8biX3C+z_vTAu-La8ebd7A9VCg@mail.gmail.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-2502695701273512079","Unusual Sender, Suspicious Link, Unusual Sender Domain",Remediated,false
"Aug 5, 2025 @ 16:51:16.000","<1324266255800318382593@win86150>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/2312098843288935905","Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain, Personal Information Theft",Remediated,false
"Aug 5, 2025 @ 16:50:07.000","<!&!AAAAAAAAAAAYAAAAAAAAAAorea5QUFxEvwSVXTx7rtvCgAAAEAAAAOxmvIdpVdRPpZyf9CCH4y8BAAAAAA==@remotetaxs.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-7548525651665058180","Unusual IP Geolocation, Unusual Sender Domain, Unusual Sender, Personal Information Theft",Remediated,false
"Aug 5, 2025 @ 16:50:07.000","<!&!AAAAAAAAAAAYAAAAAAAAAAorea5QUFxEvwSVXTx7rtvCgAAAEAAAAOxmvIdpVdRPpZyf9CCH4y8BAAAAAA==@remotetaxs.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/1552561040064047985","Unusual IP Geolocation, Unusual Sender Domain, Unusual Sender, Personal Information Theft",Remediated,false
"Aug 5, 2025 @ 16:45:53.000","<TYZPR04MB7032B63A3B70B9CFD9DCF3D4CE22A@TYZPR04MB7032.apcprd04.prod.outlook.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/8819564946920199780","Unusual Sender",Remediated,false
"Aug 5, 2025 @ 16:45:53.000","<TYZPR04MB7032B63A3B70B9CFD9DCF3D4CE22A@TYZPR04MB7032.apcprd04.prod.outlook.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/8569201389157095603","Unusual Sender",Remediated,false
"Aug 5, 2025 @ 16:45:53.000","<TYZPR04MB7032B63A3B70B9CFD9DCF3D4CE22A@TYZPR04MB7032.apcprd04.prod.outlook.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-8741783465945092105","Unusual Sender",Remediated,false
"Aug 5, 2025 @ 16:45:53.000","<TYZPR04MB7032B63A3B70B9CFD9DCF3D4CE22A@TYZPR04MB7032.apcprd04.prod.outlook.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/5146529922303479687","Unusual Sender",Remediated,false
"Aug 5, 2025 @ 16:43:28.000","<bf88cad6-7b73-dff0-6c0b-ca1e43f89244@carmichaelpartnerau.com>","Phishing: Credential","https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-3239131401307729432","Unusual Sender Domain, Suspicious Link, Unusual Sender, Suspicious Financial Request",Remediated,false
"Aug 5, 2025 @ 16:41:41.000","<617647233.1080797.1754375970719@mail.yahoo.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-8580772313523716961","Abnormal Recipient Pattern, Unusual Sender",Remediated,false
"Aug 5, 2025 @ 16:41:41.000","<617647233.1080797.1754375970719@mail.yahoo.com>",Scam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/6391374172434195472","Abnormal Recipient Pattern, Unusual Sender",Remediated,false
"Aug 5, 2025 @ 16:22:13.000","<ba281628e251b326c222e2459bfdae90@swift.generated>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/8997200916764538777","Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain, Suspicious Financial Request",Remediated,false
"Aug 5, 2025 @ 16:18:41.000","<KU2PPF867296363FEC32BCAB1164C91B7A1D422A@KU2PPF867296363.apcprd04.prod.outlook.com>","Phishing: Credential","https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-6912440268692244171","Unusual Sender, Unusual Sender Domain",Remediated,false
"Aug 5, 2025 @ 16:18:33.000","<55564010493522913119741@win97020>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/7640674336948045566","Unusual Sender, Unusual Sender Domain, Unusual IP Geolocation",Remediated,false
"Aug 5, 2025 @ 16:10:50.000","<5tgpjlv3yacisl5r50kcob628.DBU9R0CFI35V@ventureascend.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-7292473124045713150","Unusual Sender, Unusual Sender Domain, Suspicious Link",Remediated,false
"Aug 5, 2025 @ 16:09:19.000","<20250805080910.2E56A036D6375D6C@nswwebguru.solutions>",Scam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-5394449394892300202","Unusual Sender, Unusual Sender Domain",Remediated,false
"Aug 5, 2025 @ 16:09:19.000","<20250805080910.2E56A036D6375D6C@nswwebguru.solutions>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-2010589590288491494","Unusual Sender, Unusual Sender Domain",Remediated,false
"Aug 5, 2025 @ 16:05:34.000","<4bx2w829QDzTpMP@mail3.infoteq.com.au>",Other,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/8920185855758605881","Unusual Sender",Remediated,false
"Aug 5, 2025 @ 15:59:41.000","<SY8P282MB4792E1FE218330E4F73DEF019622A@SY8P282MB4792.AUSP282.PROD.OUTLOOK.COM>","Phishing: Credential","https://portal.abnormalsecurity.com/home/threat-center/remediation-history/2320744534923150667","Unusual Sender",Remediated,false
"Aug 5, 2025 @ 15:59:40.000","<SY8P282MB4792E1FE218330E4F73DEF019622A@SY8P282MB4792.AUSP282.PROD.OUTLOOK.COM>","Phishing: Credential","https://portal.abnormalsecurity.com/home/threat-center/remediation-history/3815204093852140942","Unusual Sender",Remediated,false
"Aug 5, 2025 @ 15:42:59.000","<158687332.1075008.1754372452497@mail.yahoo.com>",Scam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/590137331565695070","Abnormal Recipient Pattern, Unusual Sender",Remediated,false
"Aug 5, 2025 @ 15:42:59.000","<158687332.1075008.1754372452497@mail.yahoo.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-1721094578233758414","Abnormal Recipient Pattern, Unusual Sender",Remediated,false
"Aug 5, 2025 @ 15:39:06.000","<141785839.0.1754372330689@localhost>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-2688887560589477382","Unusual IP Geolocation, Unusual Sender",Remediated,false
"Aug 5, 2025 @ 15:38:25.000","<CANDZsiEKXGQpoVzGNT3PacgzZjvewG7_BsBJ-0YE4eT03e1PZw@mail.gmail.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/3698824026873768839","Unusual Sender, Suspicious Link, Unusual Sender Domain, Personal Information Theft, Suspicious Financial Request, Unusual Reply To",Remediated,false
"Aug 5, 2025 @ 15:35:52.000","<TYWPR01MB97404C266C69487842E0C1B2BA22A@TYWPR01MB9740.jpnprd01.prod.outlook.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/802943327705048581","Unusual Sender, Abnormal Recipient Pattern, Unusual Sender Domain",Remediated,false
"Aug 5, 2025 @ 15:35:52.000","<TYWPR01MB97404C266C69487842E0C1B2BA22A@TYWPR01MB9740.jpnprd01.prod.outlook.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-1134353655099391544","Unusual Sender, Abnormal Recipient Pattern, Unusual Sender Domain",Remediated,false
"Aug 5, 2025 @ 15:35:52.000","<TYWPR01MB97404C266C69487842E0C1B2BA22A@TYWPR01MB9740.jpnprd01.prod.outlook.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/6609449203145142313","Unusual Sender, Abnormal Recipient Pattern, Unusual Sender Domain",Remediated,false
"Aug 5, 2025 @ 15:35:52.000","<TYWPR01MB97404C266C69487842E0C1B2BA22A@TYWPR01MB9740.jpnprd01.prod.outlook.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-6795811180327750681","Unusual Sender, Abnormal Recipient Pattern, Unusual Sender Domain",Remediated,false
"Aug 5, 2025 @ 15:34:27.000","<1754372039195.04539acb-a4b3-4900-be79-5183965ea2e6@bf02x.hubspotemail.net>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/8605126121175141935","Abnormal Email Body HTML, Unusual Sender",Remediated,false
"Aug 5, 2025 @ 15:34:26.000","<1754372039195.04539acb-a4b3-4900-be79-5183965ea2e6@bf02x.hubspotemail.net>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/4307330049079904041","Abnormal Email Body HTML, Unusual Sender",Remediated,false
"Aug 5, 2025 @ 15:22:54.000","<KL1PR04MB712409332E51898EECD8B39EBF22A@KL1PR04MB7124.apcprd04.prod.outlook.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-2845420432641752302","Abnormal Recipient Pattern, Unusual Sender",Remediated,false
"Aug 5, 2025 @ 15:22:53.000","<KL1PR04MB712409332E51898EECD8B39EBF22A@KL1PR04MB7124.apcprd04.prod.outlook.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-4473401691459956044","Abnormal Recipient Pattern, Unusual Sender",Remediated,false
"Aug 5, 2025 @ 15:19:20.000","<0108019878aa1472-5372437c-dbb0-48c1-bf24-c8c66d76b717-000000@ap-southeast-2.amazonses.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-1047015405681273894","Unusual Sender, Abnormal Email Body HTML, Unusual Sender Domain, Suspicious Link, Unusual Reply To",Remediated,false
"Aug 5, 2025 @ 15:15:17.000","<KL1PR01MB3794895B56CFDFD290617102A622A@KL1PR01MB3794.apcprd01.prod.exchangelabs.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/6597634992870209462","Unusual Sender, Abnormal Recipient Pattern",Remediated,false
"Aug 5, 2025 @ 15:15:17.000","<KL1PR01MB3794895B56CFDFD290617102A622A@KL1PR01MB3794.apcprd01.prod.exchangelabs.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-2113907843772539830","Unusual Sender, Abnormal Recipient Pattern",Remediated,false
"Aug 5, 2025 @ 15:15:17.000","<KL1PR01MB3794895B56CFDFD290617102A622A@KL1PR01MB3794.apcprd01.prod.exchangelabs.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/7779132794467068497","Unusual Sender, Abnormal Recipient Pattern",Remediated,false
"Aug 5, 2025 @ 15:15:17.000","<KL1PR01MB3794895B56CFDFD290617102A622A@KL1PR01MB3794.apcprd01.prod.exchangelabs.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/1700902388184964100","Unusual Sender, Abnormal Recipient Pattern",Remediated,false
"Aug 5, 2025 @ 15:10:22.000","<418e8cb4ac0012bcc81e78401.70e3b890e1.20250805050800.236ac8e656.04c61615@mail236.suw14.mcdlv.net>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-2233929925285198399","Unusual Sender, Abnormal Email Body HTML, Invisible characters found in Email, Unusual Sender Domain, Personal Information Theft, Suspicious Financial Request, Unusual Reply To",Remediated,false
"Aug 5, 2025 @ 15:03:32.000","<TYZPR01MB578784F3D1B3C432A22ABBF2C122A@TYZPR01MB5787.apcprd01.prod.exchangelabs.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/5387460557002169248","Unusual Sender",Remediated,false
"Aug 5, 2025 @ 15:03:32.000","<TYZPR01MB578784F3D1B3C432A22ABBF2C122A@TYZPR01MB5787.apcprd01.prod.exchangelabs.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/7364232313911044783","Unusual Sender",Remediated,false
"Aug 5, 2025 @ 15:03:32.000","<TYZPR01MB578784F3D1B3C432A22ABBF2C122A@TYZPR01MB5787.apcprd01.prod.exchangelabs.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-2786965141926849080","Unusual Sender",Remediated,false
"Aug 5, 2025 @ 15:03:32.000","<TYZPR01MB578784F3D1B3C432A22ABBF2C122A@TYZPR01MB5787.apcprd01.prod.exchangelabs.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-1379246349387246364","Unusual Sender",Remediated,false
"Aug 5, 2025 @ 14:53:43.000","<45682185772882469718594@DESKTOP-Q0G9EOT>","Invoice/Payment Fraud (BEC)","https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-1530406042308885260","Unusual Sender Domain, Unusual IP Geolocation, Personal Information Theft, Unusual Sender",Remediated,false
"Aug 5, 2025 @ 14:53:43.000","<45682185772882469718594@DESKTOP-Q0G9EOT>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-8744374681269749661","Unusual Sender Domain, Unusual IP Geolocation, Personal Information Theft, Unusual Sender",Remediated,false
"Aug 5, 2025 @ 14:49:02.000","<SEYPR03MB7142856F9BC1FCDC2C96717AA622A@SEYPR03MB7142.apcprd03.prod.outlook.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-634538576816628656","Abnormal Recipient Pattern, Unusual Sender",Remediated,false
"Aug 5, 2025 @ 14:48:06.000","<e4b9fcf0-e25f-42b3-a8f2-841f34707749@psykeapp.co>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/2377105782106687249","Unusual Sender, Unusual Sender Domain",Remediated,false
"Aug 5, 2025 @ 14:47:04.000","<947640119612852113586@win95439>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/6505318360898934438","Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain, Suspicious Link, Suspicious Financial Request, Unusual Reply To",Remediated,false
"Aug 5, 2025 @ 14:46:57.000","<20250805064647.587C8392D3B2B04A@sydneyseoguru.services>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/7098840615073804696","Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain, Suspicious Financial Request",Remediated,false
"Aug 5, 2025 @ 14:46:56.000","<20250805064647.587C8392D3B2B04A@sydneyseoguru.services>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-4888316658064799490","Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain, Suspicious Financial Request",Remediated,false
"Aug 5, 2025 @ 14:46:56.000","<20250805064647.587C8392D3B2B04A@sydneyseoguru.services>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/1599225350365402835","Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain, Suspicious Financial Request",Remediated,false
"Aug 5, 2025 @ 14:46:56.000","<20250805064647.587C8392D3B2B04A@sydneyseoguru.services>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/870976592222702933","Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain, Suspicious Financial Request",Remediated,false
"Aug 5, 2025 @ 14:46:56.000","<20250805064647.587C8392D3B2B04A@sydneyseoguru.services>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/3544173089474700884","Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain, Suspicious Financial Request",Remediated,false
"Aug 5, 2025 @ 14:46:56.000","<20250805064647.587C8392D3B2B04A@sydneyseoguru.services>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/2652963255712568842","Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain, Suspicious Financial Request",Remediated,false
"Aug 5, 2025 @ 14:46:56.000","<20250805064647.587C8392D3B2B04A@sydneyseoguru.services>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-8247015956637680461","Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain, Suspicious Financial Request",Remediated,false
"Aug 5, 2025 @ 14:46:56.000","<20250805064647.587C8392D3B2B04A@sydneyseoguru.services>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/2866429894326221686","Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain, Suspicious Financial Request",Remediated,false
"Aug 5, 2025 @ 14:46:56.000","<20250805064647.587C8392D3B2B04A@sydneyseoguru.services>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/6751456074874125933","Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain, Suspicious Financial Request",Remediated,false
"Aug 5, 2025 @ 14:46:56.000","<20250805064647.587C8392D3B2B04A@sydneyseoguru.services>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-4626576689217037803","Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain, Suspicious Financial Request",Remediated,false
"Aug 5, 2025 @ 14:46:56.000","<20250805064647.587C8392D3B2B04A@sydneyseoguru.services>",Other,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-2287182121118521184","Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain, Suspicious Financial Request",Remediated,false
"Aug 5, 2025 @ 14:46:56.000","<20250805064647.587C8392D3B2B04A@sydneyseoguru.services>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-1019803300810045307","Unusual Sender, Unusual Sender Domain, Suspicious Financial Request",Remediated,false
"Aug 5, 2025 @ 14:46:28.000","<2f8601dc05c3$e2b003e0$a8100ba0$@dmcalling.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/5289169059456605434","Unusual IP Geolocation, Unusual Sender",Remediated,false
"Aug 5, 2025 @ 14:35:45.000","<26ae01dc05c2$62467050$26d350f0$@dmcalling.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-5745612183944242717","Unusual IP Geolocation, Unusual Sender",Remediated,false
"Aug 5, 2025 @ 14:35:07.000","<265401dc05c2$4cf2ff20$e6d8fd60$@dmcalling.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/6616606534441593701","Unusual IP Geolocation, Unusual Sender",Remediated,false
"Aug 5, 2025 @ 14:34:17.000","<PH7PR12MB592602A4E242CFC8DE0E5B24AB22A@PH7PR12MB5926.namprd12.prod.outlook.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-1137781759137040203","Abnormal Recipient Pattern, Unusual Sender",Remediated,false
"Aug 5, 2025 @ 14:33:13.000","<253c01dc05c2$07a80b40$16f821c0$@dmcalling.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-1302447995306011166","Unusual IP Geolocation, Unusual Sender",Remediated,false
"Aug 5, 2025 @ 14:33:08.000","<253701dc05c2$066b4580$1341d080$@dmcalling.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/642019833377282778","Unusual IP Geolocation, Unusual Sender",Remediated,false
"Aug 5, 2025 @ 14:31:43.000","<154914927.46514021.1754368264050@snmktmail-batch1d.marketo.org>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-530098881981335013","Unusual Sender, Unusual Sender Domain, Personal Information Theft, Unusual Reply To",Remediated,false
"Aug 5, 2025 @ 14:29:48.000","<TYPPR04MB8830664D9D4E8E12872AC1EBCA22A@TYPPR04MB8830.apcprd04.prod.outlook.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-1327980480925165804","Abnormal Recipient Pattern, Unusual Sender",Remediated,false
"Aug 5, 2025 @ 14:29:48.000","<TYPPR04MB8830664D9D4E8E12872AC1EBCA22A@TYPPR04MB8830.apcprd04.prod.outlook.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-5412889676297576879","Abnormal Recipient Pattern, Unusual Sender",Remediated,false
"Aug 5, 2025 @ 14:23:55.000","<3b779bc360284edeb9ebe0db39c416af_CACwxV_9kY8sk6_FceOOu_=fFs4AHAWEwr1Ku9pXtV=3odjXGww@mail.gmail.com>","Phishing: Credential","https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-4904553965872263838","Unusual Sender, Suspicious Link, Unusual Sender Domain, Personal Information Theft, Suspicious Financial Request",Remediated,false
"Aug 5, 2025 @ 14:15:58.000","<20250805041530.37d14cc6867fc0f2@lc.thriver.finance>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/1514374245011740204","Unusual Sender, Suspicious Link, Unusual Sender Domain, Suspicious Financial Request, Unusual Reply To",Remediated,false
"Aug 5, 2025 @ 14:15:52.000","<2aac39de-269b-06fd-0c54-33001b751b8e@dairy.com>","Phishing: Credential","https://portal.abnormalsecurity.com/home/threat-center/remediation-history/2399731488331757708","Unusual IP Geolocation, Unusual Sender",Remediated,false
"Aug 5, 2025 @ 14:07:09.000","<SE1P216MB2548283FDADB2BD3210DB3188722A@SE1P216MB2548.KORP216.PROD.OUTLOOK.COM>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/1420344147241195268","Unusual Sender",Remediated,false
"Aug 5, 2025 @ 14:07:09.000","<SE1P216MB2548283FDADB2BD3210DB3188722A@SE1P216MB2548.KORP216.PROD.OUTLOOK.COM>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/443707710975900015","Unusual Sender",Remediated,false
"Aug 5, 2025 @ 14:07:08.000","<SE1P216MB2548283FDADB2BD3210DB3188722A@SE1P216MB2548.KORP216.PROD.OUTLOOK.COM>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/5972111406423536183","Unusual Sender",Remediated,false
"Aug 5, 2025 @ 14:07:08.000","<SE1P216MB2548283FDADB2BD3210DB3188722A@SE1P216MB2548.KORP216.PROD.OUTLOOK.COM>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-3651040903264867722","Unusual Sender",Remediated,false
"Aug 5, 2025 @ 14:05:19.000","<e49caa8cef3c17c4c2c03c5ad4707c8f@networkingsphereus.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-367711431988108446","Unusual IP Geolocation, Unusual Sender, Uncommon Attachment Type, Abnormal Recipient Pattern, Unusual Sender Domain",Remediated,false
"Aug 5, 2025 @ 14:05:19.000","<e49caa8cef3c17c4c2c03c5ad4707c8f@networkingsphereus.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/4243118167455313815","Unusual IP Geolocation, Unusual Sender, Uncommon Attachment Type, Abnormal Recipient Pattern, Unusual Sender Domain",Remediated,false
"Aug 5, 2025 @ 14:05:16.000","<e49caa8cef3c17c4c2c03c5ad4707c8f@networkingsphereus.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-3259046418187675030","Unusual IP Geolocation, Unusual Sender, Uncommon Attachment Type, Abnormal Recipient Pattern, Unusual Sender Domain",Remediated,false
"Aug 5, 2025 @ 14:05:15.000","<e49caa8cef3c17c4c2c03c5ad4707c8f@networkingsphereus.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/7190694288348361837","Unusual IP Geolocation, Unusual Sender, Uncommon Attachment Type, Abnormal Recipient Pattern, Unusual Sender Domain",Remediated,false
"Aug 5, 2025 @ 14:04:00.000","<737d86d76e80d41b92109dcd80805c97@digitalbimsolutionsnz.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-4958952406059443677","Unusual IP Geolocation, Unusual Sender, Uncommon Attachment Type, Abnormal Recipient Pattern, Unusual Sender Domain",Remediated,false
"Aug 5, 2025 @ 14:04:00.000","<737d86d76e80d41b92109dcd80805c97@digitalbimsolutionsnz.com>",Other,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-6950218100920067901","Unusual IP Geolocation, Unusual Sender, Uncommon Attachment Type, Abnormal Recipient Pattern, Unusual Sender Domain",Remediated,false
"Aug 5, 2025 @ 14:04:00.000","<737d86d76e80d41b92109dcd80805c97@digitalbimsolutionsnz.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/5548989897926121351","Unusual IP Geolocation, Unusual Sender, Uncommon Attachment Type, Abnormal Recipient Pattern, Unusual Sender Domain",Remediated,false
"Aug 5, 2025 @ 14:04:00.000","<737d86d76e80d41b92109dcd80805c97@digitalbimsolutionsnz.com>",Other,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/3072677801008877432","Unusual IP Geolocation, Unusual Sender, Uncommon Attachment Type, Abnormal Recipient Pattern, Unusual Sender Domain",Remediated,false
"Aug 5, 2025 @ 14:04:00.000","<737d86d76e80d41b92109dcd80805c97@digitalbimsolutionsnz.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-4952888423776745987","Unusual IP Geolocation, Unusual Sender, Uncommon Attachment Type, Abnormal Recipient Pattern, Unusual Sender Domain",Remediated,false
"Aug 5, 2025 @ 13:58:59.000","<54884040797121871529634@win95439>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/5993128463474083348","Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain, Suspicious Financial Request, Unusual Reply To",Remediated,false
"Aug 5, 2025 @ 13:57:25.000","<e4c260f3-f52b-e30d-b72c-bee6c1459176@dairy.com>","Phishing: Credential","https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-7446054659344838418","Unusual IP Geolocation, Unusual Sender",Remediated,false
"Aug 5, 2025 @ 13:47:50.000","<20250805034740.8AE71C4813@r9205.ps.combzmail.jp>","Phishing: Credential","https://portal.abnormalsecurity.com/home/threat-center/remediation-history/5871927613028588767","Unusual IP Geolocation, Suspicious Link, Unusual Sender",Remediated,false
"Aug 5, 2025 @ 13:37:56.000","<4bwzdp06ZtzTpKK@mail3.infoteq.com.au>",Other,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/7321860993449344065","Unusual Sender",Remediated,false
"Aug 5, 2025 @ 13:36:58.000","<4bwzcg2xJ4zTpJP@mail3.infoteq.com.au>",Other,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/5087441780761449071","Unusual Sender",Remediated,false
"Aug 5, 2025 @ 13:30:22.000","<PN0PR01MB7765B31481B684D207F3DBD7FE22A@PN0PR01MB7765.INDPRD01.PROD.OUTLOOK.COM>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/4135211440182518407","Unusual Sender, Suspicious Link, Personal Information Theft",Remediated,false
"Aug 5, 2025 @ 13:24:01.000","<ee899286-1458-cbdc-da23-a5e742ad50d0@carmichaelpartnersau.com>","Phishing: Credential","https://portal.abnormalsecurity.com/home/threat-center/remediation-history/3744959540866027185","Unusual Sender Domain, Suspicious Link, Unusual Sender, Suspicious Financial Request",Remediated,false
"Aug 5, 2025 @ 13:21:19.000","<ME3P282MB26283AEC3CFE872013717CA2A522A@ME3P282MB2628.AUSP282.PROD.OUTLOOK.COM>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/3726938852847806336","Abnormal Recipient Pattern, Unusual Sender, Personal Information Theft",Remediated,false
